cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
186607.631881301, 186610.900958563,186610.950238933, 186735.199020784,186735.244361226, 186752.650047490,186752.697691896, 186762.656620047,186762.705411990, 186769.421074141,186769.469643441, 186775.620764749,186775.667808778, 186789.637230958,186789.683997942, 186802.174836911,186802.222582690, 186815.694758643,186815.742762582, 186816.629640341,186816.673374807, 186825.742012896,186825.787800093, 186836.190219620,186836.238979907, 186845.109091761,186845.157851850, 186900.581006115,186900.633466749, 186927.30141134
186927.79697498, 186930.332987671,186930.381490766, 187055.212802802,187055.260520703, 187074.889330175,187074.940318243, 187084.881019106,187084.937620932, 187091.598783045,187091.646174400, 187097.737064557,187097.783713387, 187111.702187810,187111.750378619, 187124.246891730,187124.294901659, 187137.699725451,187137.746990293, 187138.642603527,187138.690641320, 187147.737250049,187147.786138765, 187158.173392916,187158.220987842, 187167.87606864,187167.148321447, 187222.793273396,187222.933303448, 187249.521080448
187249.583035559, 187252.831300336,187252.881779804, 187378.463993605,187378.511086851, 187395.433079479,187395.483080483, 187405.355301035,187405.402600597, 187412.88307392,187412.136701037, 187418.285354851,187418.331521339, 187432.302472416,187432.350263451, 187444.842403430,187444.890536426, 187458.290536158,187458.338827852, 187459.213082194,187459.259971568, 187468.334358497,187468.383661303, 187478.734928498,187478.779757123, 187487.657862651,187487.703844477, 187543.151000013,187543.203370838, 187569.716985272
187569.769937732, 187572.994593483,187573.44649597, 187698.500998837,187698.547980623, 187715.426172721,187715.476945722, 187725.379651773,187725.430332497, 187732.85277451,187732.132945649, 187738.276896507,187738.325288749, 187752.214415961,187752.262424677, 187764.737825731,187764.784387335, 187778.177169201,187778.224519973, 187779.125918382,187779.173155426, 187788.267674323,187788.313892787, 187798.658288585,187798.706532086, 187807.549279300,187807.597056110, 187873.992529287,187874.38973167, 187900.566262925
187900.619330734, 187903.806003317,187903.854673462, 188029.379774513,188029.427432306, 188046.272614862,188046.322051200, 188056.958486470,188057.7404063, 188063.668258925,188063.713440919, 188069.854665102,188069.903253765, 188083.795170158,188083.843481579, 188096.316260006,188096.363995536, 188109.946477209,188109.994013728, 188110.875320228,188110.923033406, 188119.980658760,188120.28806148, 188130.376533422,188130.432009667, 188139.303006188,188139.351512809, 188194.851333198,188194.902632773, 188221.431184538
188221.484221612, 188224.862791908,188224.912370830, 188350.591458258,188350.638979866, 188367.409169282,188367.457949577, 188377.360273715,188377.409790053, 188384.75563992,188384.123540209, 188390.263359227,188390.310580374, 188404.226269567,188404.273788386, 188416.769042001,188416.816715253, 188430.173017728,188430.220497538, 188431.102416245,188431.151900800, 188440.215437261,188440.265176566, 188450.606504711,188450.653662429, 188459.587198517,188459.632543062, 188515.173187954,188515.225365247, 188542.238796423
188542.291545462, 188545.533094540,188545.582041626, 188671.963565750,188672.10791439, 188688.965009956,188689.13769693, 188699.82159215,188699.131458479, 188705.788217912,188705.836464262, 188711.995252954,188712.43338741, 188726.100737336,188726.147582663, 188738.651682328,188738.697415488, 188752.274491360,188752.322012740, 188753.207521149,188753.256433920, 188762.328881960,188762.377513418, 188772.718490470,188772.766966608, 188781.647597119,188781.695273944, 188837.703886642,188837.757187433, 188864.389296027
188864.441672620, 188867.656934715,188867.705821521, 188993.499064791,188993.546816409, 189011.466809692,189011.527905656, 189021.449177950,189021.498551599, 189028.185311887,189028.233373291, 189034.356296538,189034.403891514, 189048.339344180,189048.388550864, 189061.62582573,189061.110811117, 189074.376707412,189074.425577381, 189075.431939551,189075.478056247, 189084.555253830,189084.603230502, 189094.966367566,189095.11235561, 189103.846778152,189103.895746853, 189159.444639175,189159.496927490, 189186.49275315
189186.111175885, 189189.339938215,189189.389316973, 189314.863840392,189314.911118425, 189331.653004278,189331.702313797, 189341.633043753,189341.682448454, 189348.373812058,189348.421926262, 189354.551566034,189354.598884644, 189368.508642238,189368.557565877, 189381.63645816,189381.122031377, 189394.459168694,189394.507726958, 189395.366777715,189395.414145361, 189404.501702863,189404.548643939, 189414.986741768,189415.34548049, 189423.887782066,189423.937051464, 189479.447117464,189479.499534900, 189505.997498480
189506.51743551, 189509.273208222,189509.317503635, 189636.913164125,189636.959456910, 189653.778883260,189653.829229983, 189663.846755919,189663.895758667, 189670.570896657,189670.617396089, 189676.769037552,189676.817136896, 189691.250139809,189691.297901132, 189703.781185366,189703.829209348, 189717.128516111,189717.175884664, 189718.66243767,189718.113915717, 189727.157023444,189727.206384772, 189737.845340412,189737.890251918, 189746.750445263,189746.800271667, 189802.392784967,189802.446062048, 189829.2842790
189829.55749097, 189832.316488004,189832.368530603, 189957.976316827,189958.22674358, 189974.731443861,189974.781765251, 189984.725424876,189984.775411055, 189991.444278789,189991.492475726, 189997.615266685,189997.663513794, 190011.624292813,190011.671665706, 190024.177786570,190024.225534497, 190037.419736185,190037.466340575, 190038.348986026,190038.398088796, 190047.459130965,190047.507094792, 190057.922208704,190057.969901524, 190066.836438808,190066.885957799, 190122.389493400,190122.442862538, 190149.10881135
190149.64653914, 190152.336341258,190152.385398111, 190278.117016702,190278.164005287, 190294.894241134,190294.942597721, 190304.889070413,190304.938032606, 190311.674101816,190311.722140577, 190317.843057287,190317.888275557, 190331.812289044,190331.859507245, 190344.415747265,190344.472430559, 190357.816494662,190357.865409424, 190358.757012790,190358.804537312, 190367.874822332,190367.922915168, 190378.276859597,190378.324543603, 190387.190418189,190387.238658295, 190442.701440945,190442.746340243, 190469.288363749
190469.341373172, 190472.663975389,190472.710624828, 190598.280548294,190598.327901456, 190615.248458335,190615.298345947, 190625.243242393,190625.292449582, 190632.77963682,190632.123030344, 190638.250361970,190638.297049171, 190652.578954761,190652.636387585, 190665.124885078,190665.173229017, 190678.417224222,190678.464490759, 190679.350778861,190679.398315533, 190688.426826610,190688.474564679, 190698.821188293,190698.868657094, 190707.735639624,190707.783980573, 190763.278962042,190763.331514286, 190789.845131757
190789.897587700, 190793.128422365,190793.177288165, 190919.289297701,190919.335977908, 190936.64448103,190936.114129904, 190946.155661347,190946.204293315, 190952.865025261,190952.913145034, 190959.39915044,190959.84706786, 190972.930728058,190972.977371917, 190985.687942784,190985.738430655, 190999.263602805,190999.311382210, 191000.204457519,191000.264742095, 191009.891176316,191009.939028271, 191020.314326631,191020.358554246, 191029.215405612,191029.263477991, 191084.708852389,191084.761626358, 191111.295182001
