cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
69601.582241847, 69604.507409594,69604.555902459, 69755.290502588,69755.338209012, 69808.87783790,69808.136410164, 69842.864998269,69842.913951053, 69855.904764363,69855.953566692, 69863.383141104,69863.430031172, 69901.674618734,69901.721977205, 69957.763892736,69957.807772557, 69991.642643890,69991.690632638, 69992.898083164,69992.945099046, 70002.710236351,70002.758472305, 70012.851415571,70012.899856863, 70053.931312078,70053.979519065, 70130.377398462,70130.430244993, 70163.942677550
70909.577356946, 70912.547807090,70912.597153680, 71063.281849850,71063.328667290, 71116.67354404,71116.116431855, 71150.840698406,71150.890067950, 71163.869548309,71163.918542248, 71171.363289078,71171.410750853, 71209.424870498,71209.472272918, 71265.591368177,71265.638244238, 71299.437232528,71299.484713553, 71300.712358708,71300.759348320, 71310.471812335,71310.520759392, 71320.563803178,71320.611925015, 71361.667066162,71361.715709966, 71438.154252947,71438.206649819, 71471.728420756
72158.513761134, 72161.431425300,72161.481136738, 72312.243055550,72312.292385937, 72364.815622949,72364.864466470, 72399.590550150,72399.641026778, 72412.611977167,72412.660455814, 72420.110821479,72420.157861682, 72458.407134383,72458.454895621, 72514.561137332,72514.608005802, 72548.391684035,72548.439611369, 72549.661037886,72549.708668638, 72559.425099669,72559.469345987, 72569.504966359,72569.551652655, 72610.560988387,72610.609510759, 72686.934850501,72686.987844388, 72720.441385824
73457.922140263, 73460.866524329,73460.914972638, 73616.628635290,73616.674545429, 73670.889385574,73670.938532076, 73706.641032650,73706.689966426, 73719.645235415,73719.693325086, 73727.113324768,73727.160230062, 73765.435213888,73765.483746191, 73821.623813244,73821.671184489, 73855.492401754,73855.540287674, 73856.748312767,73856.795688997, 73866.482442960,73866.530819967, 73876.575669535,73876.620482883, 73917.573398128,73917.621059289, 73993.949236555,73993.993471724, 74027.604332750
74727.521220844, 74730.430278468,74730.480529765, 74880.441559147,74880.488765489, 74933.283386821,74933.331950926, 74968.103815096,74968.150088963, 74981.123295969,74981.172630932, 74988.615771791,74988.662936925, 75026.927470124,75026.974918023, 75083.83307347,75083.129447319, 75116.915606865,75116.963678105, 75118.189303676,75118.236525837, 75127.975879388,75128.25890943, 75138.102452185,75138.151623547, 75179.142006225,75179.189469553, 75255.124500570,75255.176702802, 75288.675386040
76041.453348659, 76044.426632933,76044.474438250, 76195.229173362,76195.274902177, 76248.44634542,76248.93678924, 76282.828418233,76282.877969899, 76295.858659894,76295.907022910, 76303.345784327,76303.392582900, 76341.687782165,76341.734551516, 76398.530570,76398.48265491, 76432.317745115,76432.393807068, 76433.719323251,76433.777956212, 76443.765090291,76443.811920423, 76453.927838310,76453.975134552, 76495.474434578,76495.527342274, 76572.557976045,76572.616568078, 76606.186857508
77295.456973976, 77298.391751900,77298.449752640, 77449.130564719,77449.177140661, 77501.886662779,77501.935891518, 77536.613614610,77536.818914330, 77549.863233989,77549.911763509, 77557.356637371,77557.403922431, 77595.450739419,77595.499689311, 77651.618971373,77651.664960655, 77685.449869227,77685.498588156, 77686.722857116,77686.769171592, 77696.477476191,77696.526040074, 77706.564945511,77706.611892102, 77747.617287344,77747.664516570, 77823.914785093,77823.966756197, 77857.460270737
78587.540470753, 78590.443484129,78590.492786278, 78741.599502828,78741.645469142, 78794.507094922,78794.552255310, 78829.361739967,78829.409259341, 78842.407821027,78842.452717526, 78849.861510418,78849.908756827, 78888.85939673,78888.129728245, 78944.272638054,78944.319623867, 78978.93908860,78978.142469377, 78979.364923499,78979.422458453, 78989.99969155,78989.145752127, 78999.220906578,78999.269695990, 79040.220279670,79040.269260000, 79116.559844902,79116.611912920, 79150.366236378
79839.163769720, 79842.50974206,79842.95056755, 79992.841232013,79992.888962577, 80045.576999069,80045.624995364, 80080.314153450,80080.363302945, 80093.351862964,80093.400497951, 80100.827137384,80100.875075471, 80139.81116195,80139.129458768, 80195.249259808,80195.296361733, 80229.263166977,80229.311178925, 80230.529321728,80230.575250348, 80240.237870652,80240.296631000, 80250.462668610,80250.510095935, 80291.272781128,80291.319513827, 80367.648655874,80367.701449371, 80401.143504911
81091.107613015, 81094.8784311,81094.57446366, 81244.751726373,81244.797275683, 81297.497134817,81297.545650010, 81332.262144140,81332.307870136, 81345.263874580,81345.308712626, 81352.748949701,81352.794837426, 81390.963840559,81391.10669327, 81447.50183290,81447.97277488, 81480.856510410,81480.903378645, 81482.138151679,81482.187460115, 81491.890881856,81491.939654404, 81501.959470959,81502.7588383, 81542.989138091,81543.37734377, 81619.341078636,81619.393189444, 81652.847522807
82352.565584731, 82355.463201267,82355.510789641, 82506.318673223,82506.366601548, 82559.89846217,82559.137888291, 82593.819929217,82593.869340508, 82606.845205652,82606.895035454, 82614.303339173,82614.351784615, 82652.565955814,82652.611189249, 82708.667531917,82708.714576645, 82742.503458636,82742.551439058, 82743.744983573,82743.791799361, 82753.423833782,82753.473924862, 82763.528964096,82763.577818188, 82804.563840700,82804.611739284, 82880.808373564,82880.861447012, 82914.355060589
83601.607157597, 83604.490393722,83604.540338663, 83755.151781298,83755.199408788, 83807.967445155,83808.15305439, 83842.717196418,83842.766121945, 83855.727447654,83855.775772083, 83863.222762224,83863.269350995, 83901.471990834,83901.519189184, 83957.589412263,83957.636320331, 83991.385287853,83991.432553276, 83992.639846055,83992.684393621, 84002.378402075,84002.441310095, 84012.613791297,84012.658848237, 84053.602326096,84053.649658792, 84129.994440313,84130.47843367, 84163.544912510
84858.846419475, 84861.840999727,84861.889721820, 85012.369986468,85012.418207380, 85065.95464860,85065.143476930, 85109.280623447,85109.329771750, 85122.294366088,85122.389904123, 85129.831447920,85129.878578637, 85168.56362294,85168.103569233, 85223.843594475,85223.891151584, 85257.677206852,85257.725200431, 85258.959100250,85259.5885464, 85268.719686568,85268.767340512, 85278.828881314,85278.877495899, 85319.791159772,85319.838443248, 85396.151917132,85396.203686581, 85429.645030304
